country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,energy_per_capita,energy_per_gdp,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Canada,1998,CAN,30329968.0,1022474584064.0,6.828,0.225,529.636,7.614,1.459,755.04,29.81,4.11,24.894,0.738,0.219,17.462,0.518,0.154,119.192,3.93,540.848,17.832,0.529,219.713,21073.025,57750.0,7564.175,3845.817,36677.344,9150.067,114154.594,3.366,0.585,150.444,4.96,20.73,28.147,225.404,7.432,116.373,3.837,41.633,1.373,232.034,7.65,3441.169,1.034,2.179,2.48,1.364,1.289,2.114,3.415,1.49,2.491,3.418,5.247,2.65,5.277,3.367,3.668,2.348,2.382,0.004,0.021,0.027,0.001,853.685,628.741,11.212,2.117
Canada,1999,CAN,30599458.0,1078414934016.0,7.118,0.233,543.866,14.23,2.687,785.276,30.236,4.005,25.663,0.728,0.221,17.774,0.504,0.153,119.515,3.906,541.707,17.703,0.502,226.832,21616.891,58535.277,7683.689,4008.747,36918.754,9385.026,116807.078,3.293,0.525,162.93,5.325,21.023,28.828,241.411,7.889,116.547,3.809,40.545,1.325,234.96,7.679,3550.909,1.028,2.188,2.545,1.349,1.279,2.116,3.399,1.487,2.562,3.423,5.237,2.64,4.867,3.532,4.022,2.318,2.382,0.004,0.022,0.027,0.001,882.135,643.294,-2.158,-0.397
Canada,2000,CAN,30891800.0,1137681367040.0,7.232,0.234,566.261,22.396,4.118,787.446,2.17,0.276,25.49,0.692,0.216,18.33,0.498,0.155,128.952,4.174,580.569,18.794,0.51,234.064,22183.152,59322.719,7812.642,4182.17,37139.938,9622.259,118875.336,3.206,0.519,173.423,5.614,21.666,29.017,221.185,7.16,120.093,3.888,39.309,1.272,237.231,7.679,3647.49,0.999,2.22,2.556,1.401,1.268,2.118,3.384,1.486,2.626,3.432,5.229,2.631,4.62,3.651,4.175,2.31,2.382,0.004,0.022,0.028,0.001,896.376,669.292,14.308,2.527
Canada,2001,CAN,31213577.0,1161459924992.0,6.983,0.224,558.36,-7.901,-1.395,821.242,33.796,4.292,26.31,0.707,0.23,17.888,0.481,0.156,126.48,4.052,559.329,17.919,0.482,241.047,22741.512,60143.965,7939.122,4347.67,37402.82,9863.328,115218.68,3.076,0.495,165.5,5.302,21.154,29.515,262.882,8.422,120.26,3.853,38.285,1.227,241.069,7.723,3572.098,0.922,2.172,2.695,1.366,1.254,2.12,3.373,1.484,2.683,3.432,5.231,2.623,4.605,3.452,5.517,2.33,2.383,0.004,0.022,0.028,0.001,921.271,660.301,0.969,0.174
Canada,2002,CAN,31535580.0,1199865593856.0,7.148,0.227,563.729,5.368,0.961,778.229,-43.014,-5.238,24.678,0.649,0.211,17.876,0.47,0.153,123.972,3.931,582.711,18.478,0.486,248.195,23305.24,60922.191,8063.093,4519.425,37617.32,10105.414,117915.383,3.078,0.502,171.755,5.446,21.163,28.375,214.5,6.802,122.747,3.892,39.013,1.237,242.086,7.677,3693.393,0.91,2.145,2.478,1.281,1.241,2.12,3.357,1.48,2.742,3.434,5.224,2.615,4.872,3.479,4.183,2.343,2.383,0.005,0.023,0.028,0.001,894.815,667.379,18.982,3.367
Canada,2003,CAN,31836484.0,1224575811584.0,7.248,0.228,580.792,17.064,3.027,794.803,16.574,2.13,24.965,0.649,0.214,18.243,0.474,0.157,123.102,3.867,577.068,18.126,0.471,255.443,23886.033,61716.996,8186.195,4693.67,37831.332,10363.359,117365.117,3.03,0.481,174.245,5.473,21.482,28.845,214.011,6.722,121.623,3.82,39.706,1.247,257.945,8.102,3711.021,0.839,2.099,2.355,1.17,1.224,2.12,3.339,1.474,2.79,3.433,5.209,2.61,4.441,3.404,3.522,2.433,2.381,0.005,0.023,0.029,0.001,918.316,683.921,-3.725,-0.641
Canada,2004,CAN,32132680.0,1265917231104.0,7.52,0.234,579.163,-1.63,-0.281,811.694,16.891,2.125,25.261,0.641,0.215,18.024,0.458,0.154,115.514,3.595,583.748,18.167,0.461,262.963,24465.197,62528.688,8301.709,4863.933,38063.863,10630.334,118078.047,2.977,0.491,170.262,5.299,21.27,28.911,232.531,7.237,125.217,3.897,39.091,1.217,266.975,8.309,3768.068,0.833,2.023,2.385,1.062,1.208,2.117,3.321,1.466,2.839,3.425,5.203,2.605,4.609,3.222,4.303,2.427,2.378,0.005,0.023,0.029,0.001,928.975,683.459,4.585,0.792
Canada,2005,CAN,32440173.0,1310077878272.0,7.614,0.235,572.855,-6.308,-1.089,803.439,-8.255,-1.017,24.767,0.613,0.212,17.659,0.437,0.151,116.624,3.595,607.721,18.734,0.464,270.577,25038.051,63332.125,8418.333,5033.133,38294.445,10891.295,117744.773,2.895,0.476,169.2,5.216,20.803,27.911,230.584,7.108,123.625,3.811,40.043,1.234,260.961,8.044,3793.256,0.786,1.934,2.328,1.01,1.19,2.113,3.304,1.457,2.882,3.414,5.199,2.599,4.441,3.132,4.714,2.35,2.374,0.005,0.024,0.03,0.001,905.439,674.861,34.867,6.086
Canada,2006,CAN,32759174.0,1348293361664.0,7.728,0.236,568.173,-4.682,-0.817,765.615,-37.824,-4.708,23.371,0.568,0.203,17.344,0.421,0.151,114.03,3.481,575.943,17.581,0.427,278.306,25606.225,64097.742,8532.363,5201.585,38491.891,11150.497,115946.312,2.798,0.482,168.452,5.142,20.571,27.019,197.441,6.027,127.164,3.882,37.433,1.143,259.202,7.912,3771.95,0.732,1.855,2.129,0.935,1.17,2.106,3.282,1.446,2.926,3.401,5.189,2.591,4.546,3.031,3.703,2.31,2.369,0.005,0.024,0.03,0.001,885.117,673.892,7.77,1.368
Canada,2007,CAN,33092172.0,1379925884928.0,7.731,0.234,591.889,23.715,4.174,769.508,3.893,0.508,23.253,0.558,0.197,17.886,0.429,0.151,118.821,3.591,598.269,18.079,0.434,286.037,26198.111,64867.25,8651.185,5382.356,38669.508,11416.357,119158.602,2.838,0.479,180.77,5.463,21.079,27.164,177.619,5.367,125.632,3.796,41.038,1.24,265.861,8.034,3915.844,0.682,1.877,2.13,0.929,1.147,2.1,3.261,1.435,2.968,3.391,5.181,2.585,4.616,3.138,3.866,2.363,2.363,0.005,0.024,0.031,0.001,898.929,697.554,6.381,1.078
Canada,2008,CAN,33449089.0,1397938716672.0,6.988,0.209,575.77,-16.119,-2.723,713.186,-56.322,-7.319,21.322,0.51,0.184,17.213,0.412,0.149,112.68,3.369,582.889,17.426,0.417,293.025,26773.883,65580.438,8763.864,5563.556,38806.922,11673.456,116479.148,2.768,0.451,181.2,5.417,20.294,25.348,137.416,4.108,122.593,3.665,39.778,1.189,257.097,7.686,3869.268,0.608,1.795,1.93,0.854,1.124,2.093,3.237,1.423,3.005,3.379,5.165,2.578,4.51,3.057,2.816,2.295,2.355,0.005,0.025,0.031,0.001,847.862,678.805,7.119,1.236
Canada,2009,CAN,33826369.0,1360538107904.0,5.364,0.159,542.811,-32.959,-5.724,653.726,-59.46,-8.337,19.326,0.48,0.176,16.047,0.399,0.146,93.362,2.76,574.166,16.974,0.422,298.389,27316.693,66234.164,8857.227,5737.779,38917.836,11926.878,110665.805,2.733,0.419,174.223,5.151,18.924,23.323,110.915,3.279,116.307,3.438,38.135,1.127,253.423,7.492,3717.698,0.454,1.721,1.776,0.716,1.095,2.084,3.211,1.408,3.035,3.367,5.144,2.572,4.289,3.012,2.103,2.313,2.345,0.005,0.025,0.031,0.001,788.939,640.132,31.355,5.776
Canada,2010,CAN,34196901.0,1406355374080.0,6.005,0.176,554.734,11.924,2.197,640.357,-13.369,-2.045,18.726,0.455,0.171,16.222,0.394,0.148,95.844,2.803,606.123,17.724,0.431,304.395,27871.428,66874.516,8953.07,5916.048,39003.461,12184.783,110485.93,2.668,0.423,178.268,5.213,19.109,23.06,85.622,2.504,117.227,3.428,39.16,1.145,257.905,7.542,3752.479,0.475,1.663,1.649,0.687,1.067,2.073,3.182,1.393,3.062,3.349,5.118,2.565,4.235,2.862,1.56,2.278,2.333,0.005,0.025,0.032,0.001,788.575,653.466,51.388,9.264
Canada,2011,CAN,34555450.0,1454221426688.0,6.02,0.174,563.32,8.586,1.548,700.765,60.409,9.434,20.279,0.482,0.18,16.302,0.387,0.145,86.835,2.513,599.875,17.36,0.413,310.415,28434.748,67575.281,9039.904,6110.023,39140.906,12444.216,113449.32,2.678,0.423,193.976,5.613,19.21,24.503,137.445,3.978,118.035,3.416,41.458,1.2,259.433,7.508,3893.982,0.443,1.633,1.761,0.589,1.039,2.062,3.155,1.375,3.086,3.337,5.101,2.558,4.069,3.025,2.604,2.283,2.321,0.005,0.026,0.032,0.001,846.7,663.824,36.554,6.489
Canada,2012,CAN,34922512.0,1479829618688.0,6.532,0.187,564.221,0.901,0.16,673.268,-27.497,-3.924,19.279,0.455,0.172,16.156,0.381,0.144,81.544,2.335,577.039,16.523,0.39,316.947,28998.969,68248.555,9121.449,6307.237,39249.953,12705.112,112586.703,2.639,0.444,197.213,5.647,19.11,23.486,109.047,3.123,121.051,3.466,43.25,1.238,260.897,7.471,3905.844,0.468,1.612,1.656,0.547,1.013,2.051,3.128,1.356,3.111,3.326,5.078,2.552,4.108,3.011,1.929,2.27,2.307,0.005,0.026,0.032,0.001,820.175,667.368,12.817,2.272
Canada,2013,CAN,35293420.0,1514296442880.0,5.973,0.169,568.854,4.633,0.821,689.641,16.373,2.432,19.54,0.455,0.172,16.118,0.376,0.142,79.249,2.245,577.341,16.358,0.381,322.92,29567.824,68938.195,9200.698,6511.487,39370.738,12965.662,114051.086,2.641,0.464,204.25,5.787,19.051,23.772,120.787,3.422,121.8,3.451,43.03,1.219,260.549,7.382,3999.053,0.411,1.611,1.706,0.528,0.987,2.04,3.102,1.338,3.139,3.319,5.06,2.545,4.248,3.1,2.361,2.25,2.295,0.005,0.026,0.033,0.001,838.992,672.364,8.487,1.492
Canada,2014,CAN,35634265.0,1557757558784.0,5.912,0.166,566.469,-2.385,-0.419,730.657,41.017,5.948,20.504,0.469,0.182,15.897,0.364,0.141,76.962,2.16,558.162,15.664,0.358,328.832,30134.293,69668.844,9277.66,6722.952,39534.93,13218.769,113198.414,2.573,0.463,211.465,5.934,18.957,24.899,164.189,4.608,127.018,3.564,42.418,1.19,253.107,7.103,4007.746,0.393,1.598,1.789,0.512,0.961,2.03,3.078,1.321,3.166,3.314,5.046,2.537,4.27,3.189,3.043,2.181,2.285,0.005,0.026,0.033,0.001,887.262,675.51,-8.307,-1.466
Canada,2015,CAN,35962236.0,1568025739264.0,6.185,0.172,565.644,-0.825,-0.146,708.503,-22.154,-3.032,19.701,0.452,0.176,15.729,0.361,0.141,73.719,2.05,537.848,14.956,0.343,335.016,30699.936,70377.352,9351.379,6936.564,39677.785,13472.803,112484.586,2.563,0.438,213.612,5.94,18.751,23.85,142.859,3.972,125.83,3.499,42.385,1.179,254.034,7.064,4019.313,0.426,1.598,1.731,0.503,0.939,2.02,3.054,1.304,3.188,3.309,5.029,2.528,4.106,3.157,2.583,2.147,2.273,0.005,0.027,0.034,0.001,857.683,674.335,-27.796,-4.914
Canada,2016,CAN,36353345.0,1583728033792.0,6.114,0.168,558.872,-6.772,-1.197,691.969,-16.534,-2.334,19.035,0.437,0.174,15.373,0.353,0.14,74.001,2.036,521.455,14.344,0.329,341.131,31258.809,71069.32,9425.38,7147.003,39810.883,13725.016,110318.586,2.516,0.38,210.439,5.789,18.229,23.147,133.098,3.661,120.974,3.328,41.424,1.139,252.214,6.938,3983.994,0.41,1.578,1.738,0.516,0.918,2.01,3.032,1.288,3.199,3.3,5.017,2.519,3.695,3.027,3.021,2.108,2.262,0.005,0.027,0.034,0.001,841.481,662.672,-37.417,-6.695
Canada,2017,CAN,36808500.0,1631871434752.0,6.863,0.186,569.603,10.731,1.92,713.345,21.376,3.089,19.38,0.437,0.177,15.475,0.349,0.141,73.401,1.994,528.403,14.355,0.324,347.994,31828.41,71782.664,9498.782,7363.785,39954.625,13980.818,110470.539,2.475,0.395,216.781,5.889,18.35,23.234,143.742,3.905,123.052,3.343,42.195,1.146,255.803,6.95,4038.178,0.455,1.583,1.774,0.506,0.9,2.0,3.01,1.273,3.212,3.292,5.009,2.51,3.754,3.041,3.397,2.105,2.25,0.005,0.027,0.034,0.001,855.191,675.443,-41.2,-7.233
Canada,2018,CAN,37294997.0,1677189185536.0,6.99,0.187,579.079,9.476,1.664,680.668,-32.677,-4.581,18.251,0.406,0.166,15.527,0.345,0.142,61.32,1.644,528.734,14.177,0.315,354.983,32407.49,72463.336,9560.103,7595.515,40056.215,14242.468,110439.844,2.439,0.408,231.731,6.213,18.411,22.238,101.589,2.724,124.514,3.339,43.998,1.18,261.649,7.016,4090.168,0.45,1.577,1.678,0.416,0.882,1.991,2.988,1.257,3.224,3.286,4.997,2.502,3.737,3.102,2.642,2.136,2.238,0.005,0.028,0.035,0.001,829.359,686.65,-50.344,-8.694
Canada,2019,CAN,37782931.0,1708858146816.0,7.195,0.19,582.025,2.946,0.509,681.297,0.63,0.092,18.032,0.399,0.167,15.404,0.341,0.143,58.777,1.556,522.583,13.831,0.306,362.178,32989.512,73144.633,9618.88,7830.451,40155.488,14505.774,108410.719,2.38,0.414,234.935,6.218,18.236,22.171,99.272,2.627,124.018,3.282,42.608,1.128,263.306,6.969,4067.85,0.443,1.569,1.666,0.4,0.865,1.981,2.966,1.24,3.233,3.279,4.986,2.494,3.597,3.078,2.622,2.121,2.225,0.006,0.028,0.035,0.001,837.691,689.02,-59.441,-10.213
Canada,2020,CAN,38171901.0,1622144450560.0,6.713,0.176,526.582,-55.443,-9.526,615.787,-65.51,-9.615,16.132,0.38,0.161,13.795,0.325,0.138,48.575,1.273,480.264,12.582,0.296,368.891,33516.094,73760.414,9667.455,8055.355,40244.691,14733.95,100866.023,2.356,0.423,224.905,5.892,16.214,19.897,89.206,2.337,109.583,2.871,44.565,1.167,228.175,5.978,3821.683,0.41,1.499,1.597,0.34,0.848,1.971,2.945,1.224,3.25,3.27,4.976,2.486,4.029,2.973,2.594,2.082,2.211,0.006,0.028,0.035,0.001,759.515,618.915,-46.318,-8.796
Chile,1990,CHL,13437178.0,133955190784.0,0.676,0.05,32.908,0.89,2.781,33.162,-0.837,-2.461,2.468,0.248,0.213,2.449,0.246,0.211,10.707,0.797,32.076,2.387,0.239,25.312,1091.94,4918.182,484.537,42.944,3826.583,465.994,11667.694,1.162,0.029,2.613,0.194,3.678,4.377,0.254,0.019,22.09,1.644,4.96,0.369,18.527,1.379,155.681,0.137,0.145,0.12,0.123,0.206,0.135,0.338,0.111,0.894,0.054,0.586,0.173,0.149,0.069,0.005,0.2,0.272,0.001,0.002,0.003,0.0,58.809,49.424,-0.832,-2.528
Chile,1991,CHL,13662481.0,143694659584.0,0.715,0.052,30.892,-2.016,-6.127,29.841,-3.322,-10.016,2.184,0.208,0.171,2.261,0.215,0.177,8.628,0.631,30.904,2.262,0.215,26.027,1122.832,4948.023,493.165,45.142,3825.532,485.107,12901.113,1.218,0.017,2.198,0.161,3.475,4.165,-1.051,-0.077,22.201,1.625,4.97,0.364,19.113,1.399,174.964,0.141,0.133,0.106,0.1,0.203,0.135,0.333,0.11,0.868,0.054,0.582,0.174,0.087,0.057,-0.021,0.197,0.27,0.001,0.002,0.003,0.0,56.901,47.471,0.013,0.041
Chile,1992,CHL,13884580.0,160277250048.0,0.871,0.063,32.001,1.109,3.589,31.111,1.27,4.256,2.241,0.194,0.16,2.305,0.2,0.165,7.456,0.537,33.276,2.397,0.208,26.898,1154.832,4979.133,500.621,47.754,3824.643,505.926,14090.1,1.212,0.017,2.612,0.188,3.563,4.281,-0.89,-0.064,23.09,1.663,5.3,0.382,20.819,1.499,194.194,0.165,0.142,0.112,0.089,0.202,0.135,0.329,0.11,0.847,0.055,0.577,0.176,0.1,0.067,-0.017,0.226,0.268,0.001,0.002,0.003,0.0,59.437,49.47,1.275,3.985
Chile,1993,CHL,14102276.0,170385342464.0,1.005,0.071,34.098,2.097,6.554,41.036,9.925,31.903,2.91,0.241,0.2,2.418,0.2,0.166,7.628,0.541,35.556,2.521,0.209,27.903,1188.93,5020.17,508.25,50.202,3831.581,528.745,14660.837,1.204,0.014,2.448,0.174,3.671,4.809,6.938,0.492,23.499,1.666,5.511,0.391,22.819,1.618,205.228,0.182,0.15,0.148,0.09,0.201,0.136,0.326,0.11,0.827,0.055,0.574,0.178,0.085,0.061,0.139,0.248,0.266,0.001,0.002,0.003,0.0,67.821,51.768,1.458,4.276
Chile,1994,CHL,14316262.0,178942754816.0,1.119,0.078,37.975,3.877,11.37,42.036,1.0,2.437,2.936,0.235,0.195,2.653,0.212,0.176,9.362,0.654,38.215,2.669,0.214,29.022,1226.905,5062.206,517.611,52.832,3835.643,552.979,15163.331,1.204,0.044,2.631,0.184,3.901,4.903,4.062,0.284,23.808,1.663,5.895,0.412,24.234,1.693,215.481,0.19,0.165,0.146,0.109,0.201,0.136,0.322,0.11,0.805,0.056,0.569,0.18,0.2,0.065,0.069,0.262,0.265,0.001,0.002,0.003,0.0,70.186,55.852,0.24,0.632
Chile,1995,CHL,14527382.0,196694147072.0,0.992,0.068,41.563,3.588,9.447,49.474,7.437,17.692,3.406,0.252,0.213,2.861,0.211,0.179,10.311,0.71,41.406,2.85,0.211,30.014,1268.467,5111.68,527.922,55.449,3843.553,579.817,16108.677,1.181,0.055,2.616,0.18,4.182,5.359,7.911,0.545,25.118,1.729,6.2,0.427,26.838,1.847,232.236,0.159,0.177,0.171,0.117,0.199,0.137,0.32,0.11,0.786,0.056,0.566,0.183,0.247,0.062,0.146,0.287,0.264,0.001,0.002,0.003,0.0,77.856,60.755,-0.156,-0.376
Chile,1996,CHL,14734050.0,209865801728.0,0.961,0.065,48.226,6.664,16.033,54.467,4.994,10.094,3.697,0.26,0.222,3.273,0.23,0.196,14.415,0.978,48.323,3.28,0.23,30.975,1316.694,5166.147,542.338,58.131,3849.794,609.076,16820.854,1.171,0.062,2.682,0.182,4.637,5.582,6.241,0.424,25.92,1.759,6.532,0.443,29.259,1.986,245.845,0.151,0.199,0.18,0.16,0.197,0.139,0.317,0.111,0.768,0.056,0.562,0.187,0.259,0.061,0.104,0.304,0.264,0.001,0.002,0.003,0.0,82.251,68.316,0.097,0.201
Chile,1997,CHL,14932435.0,222279417856.0,0.946,0.063,55.942,7.716,15.999,70.593,16.125,29.606,4.727,0.318,0.251,3.746,0.252,0.199,18.606,1.246,55.015,3.684,0.248,31.921,1372.636,5236.74,560.943,62.66,3864.445,640.128,18978.543,1.264,0.054,4.529,0.303,5.082,6.439,14.651,0.981,25.913,1.735,6.743,0.452,31.052,2.08,281.059,0.143,0.229,0.222,0.207,0.195,0.141,0.315,0.112,0.749,0.058,0.558,0.191,0.229,0.102,0.198,0.318,0.264,0.001,0.002,0.003,0.0,96.151,75.891,-0.927,-1.656
Chile,1998,CHL,15127801.0,227977543680.0,1.131,0.075,57.258,1.316,2.353,67.98,-2.613,-3.702,4.494,0.298,0.242,3.785,0.251,0.203,17.77,1.175,55.983,3.701,0.246,33.052,1429.894,5304.719,578.714,69.101,3875.167,671.338,18769.127,1.235,0.047,6.441,0.426,5.102,6.164,10.721,0.709,25.883,1.711,6.831,0.452,31.21,2.063,281.476,0.171,0.236,0.223,0.203,0.194,0.143,0.314,0.114,0.732,0.061,0.554,0.194,0.21,0.144,0.174,0.316,0.264,0.001,0.002,0.003,0.0,93.24,77.188,-1.275,-2.227
Chile,1999,CHL,15319309.0,224771948544.0,0.951,0.062,61.408,4.149,7.247,73.793,5.814,8.552,4.817,0.328,0.252,4.009,0.273,0.21,18.518,1.209,59.861,3.908,0.266,34.003,1491.302,5378.512,597.232,78.133,3887.552,703.494,19313.859,1.304,0.049,9.032,0.59,5.372,6.404,12.385,0.808,26.481,1.729,7.252,0.473,32.155,2.099,293.115,0.137,0.247,0.239,0.209,0.192,0.146,0.312,0.116,0.717,0.067,0.551,0.198,0.228,0.196,0.206,0.317,0.264,0.001,0.002,0.003,0.0,98.107,82.301,-1.547,-2.519
Chile,2000,CHL,15503637.0,233340518400.0,1.01,0.065,58.503,-2.905,-4.731,79.655,5.862,7.944,5.138,0.341,0.259,3.773,0.251,0.19,14.242,0.919,59.66,3.848,0.256,35.013,1549.805,5458.168,611.474,90.052,3908.704,734.121,20023.135,1.317,0.045,11.919,0.769,5.145,6.544,21.153,1.364,26.738,1.725,7.154,0.461,30.627,1.975,307.391,0.14,0.229,0.259,0.155,0.19,0.148,0.311,0.116,0.701,0.074,0.55,0.201,0.203,0.251,0.399,0.298,0.264,0.001,0.002,0.003,0.0,101.458,79.765,1.157,1.978
Chile,2001,CHL,15683853.0,239642804224.0,1.013,0.065,52.918,-5.584,-9.545,76.202,-3.453,-4.335,4.859,0.318,0.243,3.374,0.221,0.169,9.263,0.591,53.605,3.418,0.224,36.027,1602.723,5534.37,620.737,103.569,3931.988,762.589,20184.58,1.308,0.042,13.517,0.862,4.748,6.201,23.284,1.485,26.912,1.716,7.199,0.459,28.468,1.815,313.345,0.134,0.206,0.25,0.1,0.187,0.149,0.31,0.116,0.687,0.082,0.55,0.203,0.196,0.282,0.489,0.275,0.263,0.001,0.002,0.003,0.0,97.259,74.468,0.687,1.298
Chile,2002,CHL,15857924.0,243288817664.0,1.079,0.068,54.836,1.917,3.623,72.784,-3.419,-4.486,4.59,0.299,0.227,3.458,0.225,0.171,9.38,0.591,56.353,3.554,0.232,37.106,1657.559,5607.154,630.117,117.075,3949.936,792.912,20441.285,1.319,0.035,13.506,0.852,4.808,6.05,17.948,1.132,26.619,1.679,7.356,0.464,30.323,1.912,320.801,0.137,0.209,0.232,0.097,0.185,0.151,0.309,0.116,0.673,0.089,0.548,0.205,0.169,0.274,0.35,0.293,0.263,0.001,0.002,0.003,0.0,95.947,76.24,1.518,2.768
Chile,2003,CHL,16024753.0,250723123200.0,1.113,0.069,55.1,0.265,0.483,84.192,11.408,15.674,5.254,0.336,0.261,3.438,0.22,0.171,9.244,0.577,53.932,3.366,0.215,38.219,1712.659,5691.346,639.361,131.811,3979.028,822.499,20334.662,1.286,0.026,14.737,0.92,4.765,6.319,29.092,1.815,26.386,1.647,7.237,0.452,29.587,1.846,322.49,0.129,0.199,0.249,0.088,0.183,0.152,0.308,0.115,0.657,0.096,0.548,0.207,0.122,0.288,0.479,0.279,0.262,0.001,0.002,0.003,0.0,101.261,76.359,-1.169,-2.121
Chile,2004,CHL,16187322.0,264146059264.0,1.194,0.074,59.228,4.128,7.492,82.877,-1.315,-1.562,5.12,0.314,0.241,3.659,0.224,0.172,10.281,0.635,57.147,3.53,0.216,39.412,1771.887,5774.223,649.642,147.86,4002.677,853.822,21494.553,1.303,0.024,16.048,0.991,5.027,6.39,23.649,1.461,27.23,1.682,7.883,0.487,31.324,1.935,344.299,0.132,0.207,0.243,0.095,0.181,0.153,0.307,0.115,0.642,0.104,0.547,0.209,0.111,0.304,0.438,0.285,0.261,0.001,0.002,0.003,0.0,103.442,81.373,-2.081,-3.514
Chile,2005,CHL,16348781.0,278000697344.0,1.152,0.07,61.127,1.899,3.206,87.576,4.699,5.67,5.357,0.315,0.245,3.739,0.22,0.171,10.252,0.627,61.109,3.738,0.22,40.564,1833.015,5861.799,659.894,163.417,4029.125,887.648,22090.879,1.285,0.021,15.557,0.952,5.084,6.493,26.449,1.618,27.037,1.654,7.649,0.468,33.826,2.069,357.327,0.119,0.206,0.254,0.089,0.178,0.155,0.306,0.114,0.628,0.111,0.547,0.212,0.098,0.288,0.541,0.305,0.261,0.001,0.002,0.003,0.0,106.157,83.114,-0.019,-0.031
Chile,2006,CHL,16509198.0,293258330112.0,1.236,0.075,64.052,2.924,4.784,85.946,-1.63,-1.861,5.206,0.293,0.232,3.88,0.218,0.173,12.538,0.759,64.381,3.9,0.22,41.801,1897.067,5947.745,672.432,177.751,4051.02,923.383,22631.893,1.261,0.013,14.334,0.868,5.218,6.368,21.894,1.326,26.986,1.635,7.847,0.475,35.735,2.165,369.682,0.117,0.209,0.239,0.103,0.176,0.156,0.305,0.114,0.613,0.116,0.546,0.215,0.06,0.258,0.411,0.318,0.26,0.001,0.002,0.003,0.0,105.133,86.151,0.329,0.514
Chile,2007,CHL,16671572.0,305709449216.0,1.316,0.079,70.476,6.425,10.03,97.108,11.162,12.987,5.825,0.318,0.263,4.227,0.231,0.191,13.007,0.78,70.466,4.227,0.23,43.117,1967.543,6044.853,685.44,186.515,4077.651,970.609,22387.779,1.208,0.01,8.764,0.526,5.616,6.909,26.632,1.597,27.164,1.629,8.494,0.51,47.225,2.833,369.299,0.116,0.223,0.269,0.102,0.173,0.158,0.304,0.114,0.599,0.118,0.546,0.22,0.048,0.152,0.58,0.42,0.26,0.001,0.002,0.003,0.0,115.177,93.633,-0.011,-0.015
Chile,2008,CHL,16838987.0,314032357376.0,1.307,0.078,70.553,0.076,0.108,99.438,2.33,2.399,5.905,0.317,0.269,4.19,0.225,0.191,16.733,0.994,80.439,4.777,0.256,44.425,2038.096,6144.291,702.173,191.34,4106.537,1018.16,22165.26,1.176,0.008,4.825,0.287,5.634,7.042,28.885,1.715,28.394,1.686,9.207,0.547,47.551,2.824,369.306,0.114,0.22,0.269,0.127,0.17,0.159,0.303,0.114,0.585,0.116,0.547,0.225,0.04,0.081,0.592,0.424,0.26,0.001,0.002,0.003,0.0,118.588,94.868,9.887,14.013
Chile,2009,CHL,17009728.0,306660179968.0,1.081,0.064,65.96,-4.593,-6.51,94.053,-5.385,-5.415,5.529,0.307,0.265,3.878,0.215,0.186,13.431,0.79,64.623,3.799,0.211,45.505,2104.056,6238.344,715.604,197.719,4134.629,1063.089,21051.678,1.156,0.008,6.379,0.375,5.213,6.529,28.093,1.652,27.424,1.612,8.131,0.478,44.929,2.641,354.372,0.091,0.209,0.255,0.103,0.167,0.161,0.302,0.114,0.573,0.116,0.546,0.229,0.042,0.11,0.533,0.41,0.26,0.001,0.002,0.003,0.0,111.059,88.672,-1.337,-2.027
Chile,2010,CHL,17181462.0,321457389568.0,1.046,0.061,71.348,5.388,8.168,98.214,4.161,4.424,5.716,0.306,0.27,4.153,0.222,0.196,16.525,0.962,74.003,4.307,0.23,46.552,2175.403,6336.558,732.13,207.946,4161.496,1106.55,21403.439,1.132,0.005,10.227,0.595,5.331,6.556,26.867,1.564,25.044,1.458,8.257,0.481,43.461,2.53,363.948,0.083,0.214,0.253,0.118,0.163,0.162,0.301,0.114,0.56,0.118,0.546,0.233,0.026,0.164,0.49,0.384,0.259,0.001,0.002,0.004,0.0,112.641,91.587,2.656,3.722
