country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,energy_per_capita,energy_per_gdp,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Albania,2005,ALB,3076155.0,20562851840.0,0.256,0.083,4.261,0.085,2.029,6.594,3.278,98.866,2.144,0.321,0.188,1.385,0.207,0.122,0.073,0.024,5.833,1.896,0.284,10.528,216.753,444.793,60.642,15.488,387.677,130.095,11545.616,1.703,0.0,0.022,0.007,1.683,3.248,2.333,0.758,3.396,1.104,1.273,0.414,3.91,1.271,35.014,0.026,0.014,0.019,0.001,0.046,0.018,0.023,0.01,0.0,0.011,0.053,0.031,0.0,0.0,0.048,0.035,0.03,0.0,0.0,0.0,0.0,9.992,5.176,1.571,36.87
Albania,2006,ALB,3050804.0,21889974272.0,0.276,0.09,3.911,-0.351,-8.23,4.28,-2.313,-35.085,1.403,0.196,0.13,1.282,0.179,0.119,0.073,0.024,5.742,1.882,0.262,10.804,220.663,449.074,60.715,15.51,388.046,133.634,10976.728,1.506,0.0,0.022,0.007,1.591,2.625,0.37,0.121,3.363,1.102,1.237,0.405,3.54,1.16,32.967,0.026,0.013,0.012,0.001,0.045,0.018,0.023,0.01,0.0,0.01,0.052,0.031,0.0,0.0,0.007,0.032,0.029,0.0,0.0,0.0,0.0,8.009,4.855,1.831,46.824
Albania,2007,ALB,3022887.0,23259283456.0,0.468,0.155,3.949,0.038,0.978,6.315,2.035,47.541,2.089,0.272,0.223,1.306,0.17,0.139,0.073,0.024,5.986,1.98,0.257,11.272,224.612,455.389,60.788,15.543,390.413,137.009,9534.874,1.22,0.0,0.033,0.011,1.616,3.535,2.366,0.783,3.241,1.072,1.214,0.402,3.375,1.116,28.377,0.041,0.013,0.017,0.001,0.045,0.018,0.023,0.01,0.0,0.01,0.052,0.031,0.0,0.001,0.052,0.03,0.029,0.0,0.0,0.0,0.0,10.685,4.885,2.037,51.585
Albania,2008,ALB,2992933.0,25006229504.0,0.484,0.162,4.397,0.448,11.347,6.235,-0.08,-1.272,2.083,0.249,0.201,1.469,0.176,0.142,0.103,0.034,6.549,2.188,0.262,11.756,229.009,461.624,60.891,15.558,392.251,140.805,10499.328,1.239,0.0,0.015,0.005,1.783,3.322,1.838,0.614,3.065,1.024,1.149,0.384,3.796,1.268,30.991,0.042,0.014,0.017,0.001,0.045,0.018,0.023,0.01,0.0,0.009,0.052,0.031,0.0,0.0,0.038,0.034,0.028,0.0,0.0,0.0,0.0,9.942,5.336,2.152,48.942
Albania,2009,ALB,2961487.0,25821550592.0,0.585,0.198,4.407,0.01,0.216,5.351,-0.884,-14.183,1.807,0.207,0.158,1.488,0.171,0.13,0.388,0.131,6.916,2.335,0.268,12.341,233.416,466.975,61.279,15.576,393.195,144.22,11524.428,1.308,0.0,0.018,0.006,1.804,2.892,0.944,0.319,2.956,0.998,1.136,0.384,3.415,1.153,33.773,0.049,0.014,0.015,0.003,0.045,0.018,0.023,0.01,0.0,0.009,0.052,0.031,0.0,0.0,0.018,0.031,0.028,0.0,0.0,0.0,0.0,8.565,5.342,2.509,56.943
Albania,2010,ALB,2928730.0,26747820032.0,0.838,0.286,4.784,0.377,8.563,5.399,0.049,0.908,1.844,0.202,0.15,1.633,0.179,0.133,0.429,0.146,6.615,2.259,0.247,13.178,238.2,472.374,61.708,15.602,393.811,147.712,12377.504,1.348,0.0,0.026,0.009,1.96,3.069,0.615,0.21,2.988,1.02,1.129,0.386,3.492,1.192,36.061,0.066,0.014,0.014,0.003,0.046,0.018,0.022,0.01,0.0,0.009,0.052,0.031,0.0,0.0,0.011,0.031,0.028,0.0,0.0,0.0,0.0,8.989,5.74,1.831,38.27
Albania,2011,ALB,2911500.0,27431047168.0,0.976,0.335,5.315,0.531,11.096,6.025,0.626,11.594,2.069,0.22,0.191,1.825,0.194,0.169,0.535,0.184,7.141,2.453,0.26,14.155,243.514,478.399,62.243,15.631,394.521,151.486,10854.649,1.148,0.0,0.029,0.01,2.146,3.312,0.711,0.244,2.941,1.01,1.172,0.403,3.774,1.296,31.486,0.072,0.015,0.015,0.004,0.047,0.018,0.022,0.009,0.0,0.009,0.051,0.031,0.0,0.0,0.013,0.033,0.027,0.0,0.0,0.0,0.0,9.643,6.247,1.827,34.373
Albania,2012,ALB,2910003.0,27819812864.0,1.039,0.357,4.85,-0.465,-8.742,5.466,-0.559,-9.285,1.878,0.196,0.177,1.667,0.174,0.157,0.627,0.215,6.843,2.351,0.246,15.194,248.364,483.865,62.869,15.66,395.137,154.641,10652.809,1.107,0.0,0.029,0.01,1.992,3.204,0.616,0.212,3.006,1.033,1.168,0.401,3.155,1.084,30.81,0.075,0.014,0.013,0.004,0.049,0.018,0.022,0.009,0.0,0.008,0.051,0.031,0.0,0.0,0.011,0.027,0.027,0.0,0.0,0.0,0.0,9.325,5.797,1.993,41.082
Albania,2013,ALB,2907570.0,28098562048.0,1.129,0.388,5.287,0.437,9.019,5.782,0.316,5.79,1.989,0.206,0.15,1.819,0.188,0.137,0.795,0.273,6.577,2.262,0.234,16.323,253.652,489.648,63.664,15.693,395.632,157.971,13392.774,1.376,0.0,0.033,0.011,2.156,3.322,0.495,0.17,3.035,1.044,1.145,0.394,3.331,1.145,38.665,0.078,0.015,0.014,0.005,0.05,0.018,0.022,0.009,0.0,0.008,0.051,0.031,0.0,0.001,0.01,0.029,0.027,0.0,0.0,0.0,0.0,9.658,6.269,1.289,24.385
Albania,2014,ALB,2903748.0,28597168128.0,1.045,0.36,6.0,0.712,13.469,6.536,0.754,13.033,2.251,0.229,0.192,2.066,0.21,0.176,1.029,0.354,6.511,2.242,0.228,17.368,259.652,496.184,64.693,15.752,396.168,161.827,11809.461,1.191,0.004,0.059,0.02,2.423,3.607,0.536,0.185,3.11,1.071,1.164,0.401,3.856,1.328,34.06,0.07,0.017,0.016,0.007,0.051,0.017,0.022,0.009,0.0,0.008,0.051,0.031,0.003,0.001,0.01,0.033,0.026,0.0,0.0,0.0,0.0,10.475,7.035,0.511,8.521
Albania,2015,ALB,2898634.0,29231665152.0,0.954,0.329,4.712,-1.288,-21.46,5.791,-0.745,-11.392,1.998,0.198,0.17,1.626,0.161,0.138,0.322,0.111,5.914,2.04,0.202,18.322,264.364,501.975,65.016,15.814,397.248,165.165,11824.314,1.166,0.012,0.062,0.021,1.99,3.343,1.079,0.372,3.144,1.085,1.202,0.415,3.338,1.152,34.083,0.066,0.013,0.014,0.002,0.051,0.017,0.022,0.009,0.0,0.008,0.05,0.031,0.009,0.001,0.02,0.028,0.026,0.0,0.0,0.0,0.0,9.692,5.769,1.201,25.496
Albania,2016,ALB,2897868.0,30200692736.0,0.88,0.304,4.632,-0.08,-1.701,5.18,-0.611,-10.556,1.788,0.172,0.13,1.598,0.153,0.116,0.191,0.066,5.823,2.01,0.193,19.202,268.996,507.155,65.206,15.975,397.796,168.525,13823.748,1.319,0.014,0.161,0.056,1.953,3.141,0.548,0.189,3.104,1.071,1.231,0.425,3.36,1.159,39.827,0.059,0.013,0.013,0.001,0.052,0.017,0.022,0.009,0.001,0.007,0.05,0.031,0.011,0.002,0.012,0.028,0.026,0.0,0.0,0.0,0.0,9.101,5.658,1.191,25.72
Albania,2017,ALB,2898247.0,31348975616.0,1.011,0.349,5.293,0.661,14.272,5.917,0.737,14.229,2.042,0.189,0.161,1.826,0.169,0.144,0.275,0.095,5.956,2.055,0.19,20.214,274.289,513.072,65.481,16.144,398.42,172.332,12802.36,1.176,0.011,0.168,0.058,2.198,3.37,0.624,0.215,3.099,1.069,1.207,0.416,3.808,1.314,36.863,0.067,0.015,0.015,0.002,0.052,0.017,0.022,0.009,0.001,0.007,0.05,0.031,0.008,0.002,0.015,0.031,0.025,0.0,0.0,0.0,0.0,9.766,6.371,0.663,12.522
Albania,2018,ALB,2894231.0,32609001472.0,0.928,0.321,4.895,-0.398,-7.521,5.423,-0.494,-8.351,1.874,0.166,0.129,1.691,0.15,0.116,0.473,0.163,5.943,2.053,0.182,21.142,279.184,518.495,65.953,16.294,398.948,175.663,14609.701,1.289,0.005,0.15,0.052,2.088,3.138,0.528,0.182,3.117,1.077,1.108,0.383,3.331,1.151,42.032,0.06,0.013,0.013,0.003,0.053,0.017,0.021,0.009,0.001,0.007,0.05,0.031,0.003,0.002,0.014,0.027,0.025,0.0,0.0,0.0,0.0,9.081,6.044,1.048,21.415
Albania,2019,ALB,2885012.0,33289746432.0,0.928,0.322,4.827,-0.068,-1.389,5.053,-0.37,-6.824,1.751,0.152,0.152,1.673,0.145,0.145,0.322,0.112,5.833,2.022,0.175,22.069,284.011,523.548,66.276,16.426,399.174,179.103,11585.555,1.0,0.002,0.132,0.046,2.052,3.005,0.226,0.078,2.888,1.001,1.132,0.392,3.44,1.193,33.296,0.057,0.013,0.012,0.002,0.053,0.017,0.021,0.009,0.001,0.007,0.05,0.031,0.001,0.002,0.006,0.028,0.025,0.0,0.0,0.0,0.0,8.669,5.921,1.006,20.851
Albania,2020,ALB,2871951.0,32130725888.0,1.322,0.46,4.711,-0.116,-2.399,4.647,-0.406,-8.036,1.618,0.145,0.145,1.64,0.147,0.147,0.568,0.198,5.769,2.009,0.18,23.391,288.722,528.195,66.844,16.528,399.109,181.822,11158.003,0.996,0.0,0.103,0.036,2.015,2.827,-0.064,-0.022,2.704,0.942,1.039,0.362,2.719,0.947,31.988,0.081,0.013,0.012,0.004,0.054,0.017,0.021,0.008,0.001,0.007,0.049,0.031,0.0,0.001,-0.002,0.025,0.025,0.0,0.0,0.0,0.0,8.12,5.787,1.058,22.453
Algeria,1990,DZA,25375816.0,117843181568.0,2.989,0.118,76.738,-3.071,-3.848,88.922,6.194,7.487,3.504,0.755,0.282,3.024,0.651,0.244,2.942,0.116,,,,46.16,1227.318,1970.305,64.715,376.14,1041.103,428.533,12343.162,2.673,0.343,38.908,1.533,5.79,6.339,12.184,0.48,73.687,2.904,4.447,0.175,23.204,0.914,314.974,0.605,0.338,0.321,0.034,0.376,0.152,0.135,0.015,3.812,0.475,0.159,0.159,3.36,1.022,0.245,0.251,0.323,0.002,0.001,0.003,0.0,160.869,146.927,,
Algeria,1991,DZA,25987937.0,121105145856.0,2.969,0.114,78.807,2.069,2.696,106.266,17.344,19.505,4.089,0.877,0.34,3.032,0.651,0.253,2.689,0.103,,,,49.129,1306.125,2076.571,67.404,414.568,1068.562,454.599,11942.152,2.577,0.333,38.428,1.479,5.716,6.508,27.459,1.057,72.924,2.806,4.49,0.173,26.066,1.003,312.095,0.584,0.34,0.377,0.031,0.384,0.157,0.14,0.015,3.79,0.5,0.162,0.163,3.158,0.993,0.553,0.269,0.329,0.002,0.001,0.003,0.0,169.126,148.538,,
Algeria,1992,DZA,26628568.0,127982690304.0,2.998,0.113,79.883,1.076,1.366,93.284,-12.983,-12.217,3.503,0.729,0.291,3.0,0.624,0.249,2.378,0.089,,,,52.127,1386.008,2169.854,69.782,446.499,1081.963,483.277,11971.857,2.502,0.522,31.932,1.199,5.658,6.204,13.4,0.503,74.175,2.786,4.613,0.173,28.678,1.077,320.227,0.566,0.355,0.336,0.028,0.391,0.162,0.143,0.015,3.845,0.514,0.163,0.168,5.749,0.814,0.255,0.311,0.334,0.002,0.001,0.003,0.0,165.198,150.656,,
Algeria,1993,DZA,27277040.0,130275778560.0,2.988,0.11,81.944,2.061,2.58,91.907,-1.376,-1.475,3.369,0.705,0.308,3.004,0.629,0.275,1.924,0.071,,,,55.116,1467.952,2261.762,71.706,482.597,1091.926,511.27,10893.888,2.287,0.474,36.098,1.323,5.777,6.271,9.963,0.365,79.055,2.898,4.75,0.174,27.993,1.026,297.995,0.541,0.36,0.331,0.023,0.397,0.167,0.147,0.015,3.889,0.531,0.163,0.172,5.535,0.897,0.2,0.304,0.34,0.003,0.001,0.004,0.0,171.063,157.589,,
Algeria,1994,DZA,27887276.0,134279856128.0,2.821,0.101,88.608,6.664,8.133,95.919,4.012,4.365,3.44,0.714,0.318,3.177,0.66,0.293,2.286,0.082,,,,57.936,1556.561,2357.681,73.992,519.983,1099.237,541.72,10807.21,2.248,0.562,37.386,1.341,5.874,6.277,7.311,0.262,78.543,2.816,4.414,0.158,30.45,1.092,301.921,0.479,0.385,0.332,0.027,0.401,0.173,0.15,0.016,3.926,0.547,0.163,0.177,4.978,0.92,0.124,0.329,0.345,0.003,0.001,0.004,0.0,175.045,163.801,,
Algeria,1995,DZA,28470194.0,145054662656.0,3.165,0.111,96.777,8.169,9.219,108.137,12.218,12.737,3.798,0.745,0.345,3.399,0.667,0.309,1.935,0.068,,,,61.101,1653.338,2465.818,75.926,567.205,1110.597,568.801,10996.017,2.159,0.61,47.222,1.659,6.311,6.764,11.36,0.399,86.484,3.038,4.093,0.144,27.081,0.951,313.145,0.508,0.411,0.373,0.022,0.405,0.179,0.154,0.016,3.974,0.572,0.163,0.18,5.324,1.119,0.209,0.29,0.353,0.003,0.001,0.004,0.0,192.565,179.666,,
Algeria,1996,DZA,29033045.0,156579119104.0,3.006,0.104,100.039,3.263,3.371,108.202,0.065,0.06,3.727,0.691,0.349,3.446,0.639,0.323,1.407,0.048,,,,64.108,1753.377,2574.02,77.333,617.771,1118.76,596.207,10692.724,1.979,0.608,50.567,1.742,6.381,6.777,8.163,0.281,88.907,3.062,4.112,0.142,27.407,0.944,309.925,0.472,0.412,0.357,0.016,0.408,0.185,0.158,0.016,4.011,0.596,0.163,0.183,5.038,1.148,0.136,0.285,0.36,0.003,0.001,0.004,0.0,196.756,185.254,,
Algeria,1997,DZA,29579300.0,164644454400.0,3.271,0.111,88.369,-11.67,-11.665,94.9,-13.302,-12.294,3.208,0.576,0.319,2.988,0.537,0.297,1.381,0.047,,,,67.379,1841.746,2668.92,78.715,656.778,1125.29,626.227,10105.152,1.809,0.497,39.007,1.319,5.7,6.064,6.53,0.221,83.84,2.834,4.06,0.137,30.019,1.015,297.86,0.494,0.362,0.298,0.015,0.411,0.189,0.161,0.016,4.017,0.608,0.162,0.187,4.164,0.882,0.088,0.307,0.364,0.003,0.001,0.004,0.0,179.375,168.607,,
Algeria,1998,DZA,30054135.0,179962888192.0,3.446,0.115,106.537,18.167,20.558,111.603,16.703,17.601,3.713,0.62,0.362,3.545,0.592,0.346,2.11,0.07,,,,70.825,1948.283,2780.523,80.825,711.42,1130.356,659.316,10304.176,1.713,0.441,54.641,1.818,6.16,6.522,5.066,0.169,82.317,2.739,4.699,0.156,33.09,1.101,308.349,0.522,0.438,0.367,0.024,0.416,0.195,0.164,0.016,4.014,0.632,0.162,0.191,3.937,1.223,0.082,0.335,0.368,0.003,0.001,0.004,0.0,196.014,185.136,,
Algeria,1999,DZA,30474359.0,193179779072.0,3.435,0.113,91.449,-15.087,-14.162,94.668,-16.935,-15.174,3.106,0.49,0.304,3.001,0.473,0.294,2.173,0.071,,,,74.261,2039.732,2875.191,82.998,762.34,1133.575,681.504,10262.746,1.612,0.418,50.92,1.671,5.674,6.007,3.219,0.106,85.214,2.796,4.802,0.158,22.188,0.728,311.434,0.496,0.368,0.307,0.025,0.419,0.2,0.167,0.016,4.009,0.651,0.161,0.192,3.859,1.104,0.054,0.219,0.372,0.003,0.001,0.004,0.0,183.054,172.902,,
Algeria,2000,DZA,30903895.0,208554147840.0,3.789,0.123,85.399,-6.051,-6.616,90.486,-4.182,-4.418,2.928,0.434,0.302,2.763,0.409,0.285,1.96,0.063,,,,78.05,2125.131,2965.677,84.958,800.874,1138.662,708.332,9746.524,1.438,0.462,38.534,1.247,5.585,5.925,5.087,0.165,90.853,2.94,4.838,0.157,26.828,0.868,299.946,0.523,0.335,0.294,0.021,0.423,0.203,0.169,0.016,4.013,0.657,0.16,0.194,4.116,0.811,0.096,0.261,0.377,0.003,0.001,0.004,0.0,183.103,172.602,,
Algeria,2001,DZA,31331226.0,223420284928.0,3.766,0.12,86.839,1.441,1.687,92.432,1.946,2.151,2.95,0.414,0.297,2.772,0.389,0.279,2.096,0.067,,,,81.816,2211.97,3058.109,87.054,841.904,1144.255,736.79,9961.64,1.391,0.367,41.029,1.31,5.239,5.588,5.593,0.178,80.836,2.58,5.132,0.164,28.458,0.908,310.813,0.497,0.338,0.303,0.023,0.426,0.206,0.171,0.016,3.996,0.665,0.16,0.196,3.423,0.856,0.117,0.275,0.38,0.003,0.001,0.004,0.0,175.084,164.153,,
Algeria,2002,DZA,31750833.0,245360918528.0,4.058,0.128,90.692,3.853,4.437,97.34,4.908,5.31,3.066,0.397,0.302,2.856,0.37,0.282,2.609,0.082,,,,85.874,2302.662,3155.448,89.663,886.557,1150.902,766.286,10180.35,1.312,0.311,44.653,1.406,5.175,5.522,6.647,0.209,77.021,2.426,4.925,0.155,29.495,0.929,321.951,0.517,0.345,0.31,0.027,0.429,0.209,0.174,0.016,3.97,0.674,0.16,0.198,3.043,0.904,0.13,0.285,0.383,0.003,0.001,0.005,0.0,175.335,164.32,,
Algeria,2003,DZA,32175813.0,273568645120.0,4.032,0.125,94.581,3.888,4.287,102.615,5.276,5.42,3.189,0.375,0.305,2.939,0.346,0.281,2.788,0.087,,,,89.906,2397.243,3258.064,92.451,930.583,1158.937,798.228,10510.461,1.232,0.366,44.027,1.368,5.463,5.831,8.035,0.25,84.692,2.632,5.19,0.161,31.943,0.993,336.922,0.467,0.342,0.304,0.027,0.431,0.213,0.176,0.017,3.954,0.681,0.16,0.201,3.422,0.86,0.132,0.301,0.385,0.003,0.001,0.005,0.0,187.613,175.775,,
Algeria,2004,DZA,32628286.0,296773582848.0,4.897,0.15,91.714,-2.866,-3.031,97.821,-4.794,-4.672,2.998,0.33,0.28,2.811,0.309,0.262,1.924,0.059,,,,94.802,2488.957,3355.884,94.375,971.792,1165.044,831.047,10759.022,1.179,0.333,41.209,1.263,5.213,5.569,6.107,0.187,82.043,2.514,5.854,0.179,32.818,1.006,349.778,0.543,0.32,0.287,0.018,0.435,0.215,0.178,0.017,3.933,0.684,0.159,0.204,3.172,0.78,0.113,0.298,0.387,0.003,0.001,0.005,0.0,181.704,170.09,,
Algeria,2005,DZA,33109258.0,326854475776.0,5.662,0.171,110.993,19.278,21.02,116.093,18.272,18.679,3.506,0.355,0.317,3.352,0.34,0.303,2.363,0.071,,,,100.464,2599.949,3471.977,96.738,1033.003,1170.144,862.099,11113.723,1.121,0.323,61.211,1.849,5.779,6.097,5.1,0.154,84.015,2.538,5.31,0.16,31.052,0.938,366.272,0.585,0.375,0.336,0.02,0.442,0.219,0.181,0.017,3.91,0.701,0.159,0.206,3.077,1.133,0.104,0.28,0.39,0.003,0.001,0.005,0.0,201.883,191.336,,
Algeria,2006,DZA,33623505.0,345705316352.0,6.54,0.195,105.896,-5.096,-4.592,110.135,-5.958,-5.132,3.276,0.319,0.29,3.149,0.306,0.279,2.7,0.08,,,,107.004,2705.846,3582.112,99.438,1082.31,1174.382,897.332,11341.98,1.097,0.36,49.306,1.466,5.643,5.961,4.239,0.126,88.032,2.618,5.29,0.157,35.233,1.048,379.22,0.619,0.346,0.306,0.022,0.45,0.223,0.183,0.017,3.899,0.708,0.158,0.209,3.487,0.887,0.079,0.314,0.392,0.003,0.001,0.005,0.0,200.438,189.75,,
Algeria,2007,DZA,34189420.0,371665272832.0,7.001,0.205,109.889,3.993,3.771,113.697,3.562,3.235,3.326,0.306,0.284,3.214,0.296,0.275,3.012,0.088,,,,114.005,2815.735,3695.809,102.45,1133.386,1178.19,935.654,11759.701,1.075,0.306,51.076,1.494,5.555,5.863,3.808,0.111,83.362,2.438,6.235,0.182,38.322,1.121,399.64,0.617,0.348,0.315,0.024,0.457,0.226,0.186,0.017,3.878,0.714,0.158,0.212,3.053,0.887,0.083,0.341,0.393,0.003,0.002,0.005,0.0,200.464,189.906,,
Algeria,2008,DZA,34816962.0,395658526720.0,7.583,0.218,111.087,1.198,1.09,115.072,1.375,1.21,3.305,0.291,0.272,3.191,0.281,0.262,3.008,0.086,,,,121.588,2926.823,3810.881,105.458,1184.936,1182.175,973.017,12252.297,1.071,0.333,51.551,1.481,5.595,5.887,3.985,0.114,86.949,2.497,6.001,0.172,37.363,1.073,423.557,0.66,0.346,0.311,0.023,0.466,0.229,0.188,0.017,3.868,0.72,0.157,0.215,3.46,0.87,0.082,0.334,0.394,0.004,0.002,0.005,0.0,204.95,194.813,,
Algeria,2009,DZA,35490443.0,418247704576.0,8.22,0.232,118.856,7.769,6.994,122.461,7.389,6.421,3.451,0.293,0.273,3.349,0.284,0.265,1.594,0.045,,,,129.808,3045.679,3933.342,107.052,1239.83,1185.779,1017.908,12753.12,1.073,0.261,54.894,1.547,5.499,5.802,3.605,0.102,79.77,2.248,6.606,0.186,44.891,1.265,448.859,0.695,0.377,0.333,0.012,0.476,0.232,0.191,0.017,3.843,0.727,0.157,0.219,2.802,0.949,0.068,0.41,0.394,0.004,0.002,0.005,0.0,205.922,195.159,,
Algeria,2010,DZA,36188236.0,450705784832.0,8.252,0.228,118.353,-0.503,-0.423,121.576,-0.885,-0.723,3.36,0.27,0.277,3.27,0.263,0.27,1.216,0.034,,,,138.061,3164.032,4054.918,108.269,1293.198,1189.002,1063.274,12243.156,0.974,0.281,53.368,1.475,5.52,5.825,3.223,0.089,85.123,2.352,6.91,0.191,45.365,1.254,438.995,0.653,0.355,0.313,0.009,0.484,0.235,0.193,0.017,3.823,0.732,0.156,0.224,2.975,0.857,0.059,0.401,0.394,0.004,0.002,0.005,0.0,210.812,199.751,,
Algeria,2011,DZA,36903375.0,482028650496.0,8.187,0.222,125.095,6.741,5.696,127.82,6.244,5.136,3.464,0.265,0.275,3.39,0.26,0.269,1.048,0.028,,,,146.248,3289.127,4182.737,109.317,1349.919,1191.727,1110.194,12710.541,0.964,0.331,56.721,1.537,5.581,5.885,2.725,0.074,84.706,2.295,7.086,0.192,46.92,1.271,464.488,0.603,0.363,0.321,0.007,0.489,0.239,0.195,0.017,3.813,0.737,0.155,0.228,3.401,0.885,0.052,0.413,0.395,0.004,0.002,0.005,0.0,217.176,205.951,,
Algeria,2012,DZA,37646164.0,498417631232.0,7.697,0.204,135.674,10.58,8.457,138.189,10.369,8.113,3.671,0.277,0.272,3.604,0.272,0.267,1.037,0.028,,,,153.945,3424.801,4320.926,110.353,1414.033,1194.242,1158.733,13624.909,1.019,0.38,64.114,1.703,5.794,6.108,2.515,0.067,86.508,2.298,7.614,0.202,48.539,1.289,507.672,0.552,0.388,0.34,0.007,0.492,0.242,0.198,0.016,3.813,0.746,0.154,0.233,3.789,0.979,0.044,0.422,0.395,0.004,0.002,0.006,0.0,229.93,218.136,,
Algeria,2013,DZA,38414176.0,512373325824.0,7.298,0.19,140.786,5.112,3.768,143.942,5.753,4.163,3.747,0.281,0.268,3.665,0.275,0.262,0.725,0.019,,,,161.243,3565.587,4464.868,111.079,1479.483,1197.397,1210.652,14130.735,1.048,0.401,65.45,1.704,5.761,6.085,3.156,0.082,84.753,2.206,7.706,0.201,51.919,1.352,536.977,0.502,0.399,0.356,0.005,0.493,0.246,0.201,0.016,3.817,0.754,0.154,0.238,3.995,0.993,0.062,0.448,0.395,0.004,0.002,0.006,0.0,233.758,221.302,,
Algeria,2014,DZA,39205035.0,531843514368.0,7.668,0.196,151.283,10.496,7.456,153.737,9.795,6.805,3.921,0.289,0.263,3.859,0.284,0.258,0.546,0.014,,,,168.911,3716.87,4618.605,111.625,1553.315,1199.852,1263.537,15108.635,1.101,0.417,73.831,1.883,5.992,6.312,2.455,0.063,88.161,2.249,8.042,0.205,52.885,1.349,585.613,0.51,0.427,0.376,0.004,0.493,0.25,0.204,0.016,3.827,0.766,0.153,0.242,4.229,1.113,0.045,0.456,0.395,0.004,0.002,0.006,0.0,247.471,234.932,,
Algeria,2015,DZA,40019528.0,551521746944.0,8.062,0.201,160.087,8.805,5.82,162.202,8.465,5.506,4.053,0.294,0.263,4.0,0.29,0.259,0.502,0.013,,,,176.973,3876.958,4780.808,112.127,1632.083,1201.966,1319.127,15616.312,1.12,0.429,78.769,1.968,6.105,6.425,2.115,0.053,88.764,2.218,8.19,0.205,55.59,1.389,617.518,0.556,0.452,0.396,0.003,0.496,0.255,0.207,0.016,3.842,0.779,0.152,0.248,4.47,1.164,0.038,0.47,0.395,0.004,0.002,0.006,0.0,257.118,244.333,,
Algeria,2016,DZA,40850720.0,569170395136.0,9.105,0.223,158.482,-1.606,-1.003,160.891,-1.311,-0.808,3.939,0.283,0.261,3.88,0.278,0.257,0.0,0.0,,,,186.078,4035.439,4941.699,112.127,1710.761,1204.376,1373.753,15295.143,1.084,0.393,78.677,1.926,6.067,6.38,2.409,0.059,93.74,2.295,8.193,0.201,54.627,1.337,616.996,0.611,0.447,0.404,0.0,0.501,0.259,0.211,0.015,3.852,0.79,0.152,0.252,4.297,1.132,0.055,0.457,0.395,0.004,0.002,0.006,0.0,260.646,247.838,,
Algeria,2017,DZA,41689304.0,577138786304.0,10.084,0.242,165.174,6.692,4.223,167.645,6.754,4.198,4.021,0.29,0.269,3.962,0.286,0.265,0.865,0.021,,,,196.163,4200.613,5109.344,112.991,1793.113,1206.847,1429.076,15164.0,1.081,0.397,82.352,1.975,6.107,6.411,2.471,0.059,93.668,2.247,8.175,0.196,55.323,1.327,623.795,0.668,0.459,0.417,0.006,0.507,0.264,0.214,0.015,3.861,0.802,0.151,0.257,4.273,1.155,0.058,0.455,0.396,0.004,0.002,0.006,0.0,267.287,254.581,,
Algeria,2018,DZA,42505033.0,584064434176.0,9.746,0.229,172.705,7.531,4.56,176.486,8.841,5.274,4.152,0.302,0.264,4.063,0.296,0.258,1.451,0.034,,,,205.909,4373.319,5285.83,114.442,1881.997,1210.628,1485.309,15971.084,1.146,0.386,88.885,2.091,6.177,6.496,3.781,0.089,93.982,2.211,8.316,0.196,56.233,1.323,669.62,0.627,0.47,0.435,0.01,0.512,0.269,0.218,0.015,3.865,0.814,0.151,0.261,4.026,1.19,0.098,0.459,0.397,0.004,0.002,0.006,0.0,276.094,262.541,,
Algeria,2019,DZA,43294550.0,589905133568.0,10.1,0.233,179.907,7.201,4.17,182.398,5.912,3.35,4.213,0.309,0.263,4.155,0.305,0.259,1.198,0.028,,,,216.009,4553.225,5468.229,115.641,1973.995,1213.12,1544.945,16259.053,1.177,0.392,91.998,2.125,6.176,6.478,2.492,0.058,91.641,2.117,8.4,0.194,59.637,1.377,694.349,0.622,0.485,0.446,0.008,0.516,0.273,0.222,0.015,3.866,0.827,0.151,0.266,3.9,1.205,0.066,0.48,0.398,0.004,0.002,0.006,0.0,280.463,267.38,,
